NBM_91_bulk_CMP	NBM_91_bulk_GMP	NBM_91_bulk_HSC	NBM_91_bulk_MEP	OX1407_bulk_CMP	OX1407_bulk_GMP	OX1407_bulk_HSC	OX1407_bulk_MEP	OX1570_bulk_CMP	OX1570_bulk_GMP	OX1570_bulk_HSC	OX1570_bulk_MEP	OX753_bulk_HSC
FOCAD-AS1	1	0	0	0	0	0	0	0	0	0	0	0	0
FOLH1	1	38	15	0	0	122	0	0	0	188	3	0	78
FOLH1B	0	10	1	0	0	20	0	0	0	37	0	0	13
FOLR2	0	0	2	0	49	0	25	4	0	0	0	0	0
FOLR3	0	0	22	0	0	0	0	0	0	0	0	0	0
FOPNL	450	628	2073	2274	1243	748	1104	3053	953	1302	253	768	1759
FOS	11614	23400	72759	6665	11395	13551	10686	6772	29902	41863	17485	31900	3218
FOSB	9838	10501	4641	2708	1782	2150	765	412	7796	5832	419	1553	394
FOSL1	64	186	15	54	253	49	6	206	219	194	134	371	0
FOSL2	223	543	199	30	150	278	139	21	425	593	36	59	0
FOXA1	0	0	0	0	1	0	0	0	0	0	0	0	0
FOXA3	0	0	26	0	0	0	0	0	0	0	0	0	0
FOXC1	0	0	0	0	0	0	0	0	1	7	0	0	0
FOXD1	0	0	0	0	1	0	0	0	1	0	0	0	0
FOXD2-AS1	3	0	25	0	4	4	40	0	1	18	0	0	0
FOXD3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	3
FOXD4	0	1	0	0	0	0	0	0	0	0	0	0	0
FOXD4L5	2	1	0	0	0	3	0	7	0	3	0	0	0
FOXD4L6	0	0	0	1	0	0	0	0	0	0	0	0	0
FOXE1	0	0	1	0	0	0	0	0	0	0	0	0	0
FOXE3	1	0	0	0	0	0	0	0	0	0	0	0	0
FOXG1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	3
FOXI2	0	0	41	0	0	0	0	0	0	0	0	0	0
FOXJ1	14	0	0	0	18	0	0	0	0	0	0	0	0
FOXJ2	520	451	905	1156	488	275	612	624	345	402	66	520	832
FOXJ3	1119	907	1977	1868	1491	1021	419	1245	1111	2296	169	1032	2133
FOXK1	236	367	608	239	299	109	193	305	160	354	14	163	8
FOXK2	786	1081	733	1226	684	583	370	865	475	362	23	282	311
FOXL2NB	0	0	1	3	0	1	0	0	0	0	0	0	0
FOXM1	536	608	176	634	536	356	203	188	250	564	6	161	95
FOXN2	706	283	1313	1157	1036	614	838	1127	324	742	46	580	296
FOXN3	1495	1100	1534	2164	1159	965	874	1830	846	1439	126	914	1633
FOXN3-AS1	0	18	6	31	0	0	0	0	2	0	0	2	0
FOXN3-AS2	0	0	1	11	0	0	0	0	0	0	0	0	0
FOXO1	183	4	549	515	95	266	129	188	409	466	49	417	1
FOXO3	1262	518	1260	1368	842	725	613	1096	736	749	142	1110	689
FOXO3B	603	169	590	526	611	276	315	541	340	379	60	435	258
FOXO4	6	9	0	2	0	0	0	1	0	6	0	0	4
FOXO6	0	4	2	0	0	0	0	0	0	0	0	0	0
FOXP1	2813	2707	4672	4030	3062	3193	1508	2946	1425	2098	315	1348	3278
FOXP2	0	0	0	0	0	6	0	0	0	0	0	0	1
FOXP3	33	0	0	0	0	0	0	0	0	0	0	0	0
FOXP4	5	2	45	34	24	73	0	35	108	61	0	26	2
FOXQ1	0	0	0	0	0	1	0	0	0	0	0	0	0
FOXR1	0	0	0	0	0	0	0	1	0	0	0	0	0
FOXR2	0	0	0	2	0	0	0	0	0	0	0	0	0
FOXRED1	747	556	1361	391	1086	940	197	491	161	525	7	559	0
FOXRED2	416	535	379	694	696	211	195	185	186	226	6	165	282
FPGS	765	1223	1187	675	715	981	74	555	479	764	25	819	96
FPGT	21	69	931	514	370	117	510	433	0	0	5	58	89
FPR1	0	4	59	0	0	0	0	0	1	6	0	0	2
FPR3	0	0	0	0	0	0	0	55	0	0	0	0	1
FRA10AC1	197	412	484	1145	1043	310	425	812	42	362	62	389	1025
FRAS1	0	0	2	0	0	1	0	0	0	0	0	0	0
FRAT1	66	157	61	105	169	44	0	173	86	101	1	56	49
FRAT2	359	213	92	579	383	394	66	288	126	148	3	29	0
FREM1	250	0	1155	532	1145	0	772	710	237	0	43	708	131
FREM2	0	0	0	0	3	1	0	2	0	1	0	2	7
FREM3	0	0	33	0	0	0	0	0	0	0	0	6	0
FRG1	631	507	975	1954	1252	890	1048	2277	848	909	80	995	1046
FRG1B	242	141	328	386	446	356	437	701	344	325	60	361	400
FRK	0	0	112	0	0	0	0	1	0	0	0	0	0
FRMD1	0	0	0	0	0	0	0	0	1	1	0	0	0
FRMD3	0	1	0	14	1	0	0	6	0	0	1	0	2
FRMD4A	3	118	93	14	2	0	74	37	71	25	0	2	0
FRMD4B	88	291	1149	320	665	208	544	265	143	1233	73	62	996
FRMD5	58	12	0	114	0	96	0	5	0	27	9	70	2
FRMD6	44	44	2	567	7	36	4	128	111	97	34	57	379
FRMD6-AS1	3	7	14	16	60	0	0	78	38	0	0	3	1
FRMD8	367	627	422	645	240	312	90	307	244	184	16	83	4
FRMD8P1	2	0	1	3	3	0	1	4	3	1	0	0	0
FRMPD1	0	0	0	0	0	2	0	0	0	0	0	0	0
FRRS1	0	1	0	30	92	0	0	44	0	0	8	48	0
FRS2	120	497	454	507	148	219	885	695	631	947	151	838	933
FRS3	53	88	64	43	101	24	15	8	0	2	0	22	0
FRY	517	483	784	214	600	120	24	140	581	591	7	202	84
FRY-AS1	13	21	56	0	0	2	3	22	1	19	11	17	0
FRYL	1347	641	1823	2157	1997	1258	739	1015	1498	1671	127	759	2159
FSCN1	264	189	94	222	165	273	26	143	170	121	5	135	6
FSCN2	0	0	0	0	0	0	0	0	0	0	0	0	1
FSCN3	0	0	18	0	0	0	0	0	0	0	6	0	0
FSD1	1	28	44	1	3	0	0	0	69	84	2	0	0
FSD1L	64	38	241	576	347	467	29	137	109	21	20	16	35
FSD2	9	3	5	93	1	109	2	1	146	3	1	33	1
FSHR	0	0	0	0	0	0	0	0	0	0	0	0	1
FSIP1	1	51	22	25	291	24	83	45	60	34	0	24	780
FSIP2	34	0	107	33	0	15	0	16	0	0	3	1	2
FST	0	0	0	4	0	0	1	28	0	0	0	22	0
FSTL1	683	80	806	124	217	274	173	0	538	461	31	89	885
FSTL3	18	17	215	24	4	0	12	9	4	1	2	0	0
FSTL4	0	0	0	0	0	0	0	0	0	0	0	2	0
FTCD	0	0	28	18	0	1	5	0	0	0	0	0	0
FTCDNL1	46	83	185	159	112	71	82	109	15	84	7	63	73
FTH1	17535	12152	26216	39113	27910	9904	17229	38736	21196	17131	5860	21406	10483
FTH1P3	798	538	1300	1955	1429	435	913	2001	1040	856	298	973	499
FTL	21605	23922	30484	44324	38512	22134	23754	31138	21059	30183	4785	20821	16647
FTLP10	0	1	0	2	0	0	0	0	0	2	0	0	0
FTO	658	716	548	669	622	674	551	614	522	579	39	402	284
FTO-IT1	0	0	0	14	0	0	0	0	0	34	0	0	0
FTSJ1	405	851	1125	1318	1383	1098	318	730	395	644	14	876	199
FTSJ2	578	633	1185	1795	206	136	293	867	6	232	9	153	0
FTSJ3	656	559	515	687	330	199	281	329	336	330	2	171	548
FTX	245	224	118	398	394	717	188	273	246	255	56	165	232
FUBP1	1585	1345	2019	2445	2391	1664	1054	2777	978	1790	176	2062	3094
FUBP3	403	583	305	813	957	528	217	641	383	611	20	241	885
FUCA1	220	109	703	610	47	216	151	228	8	132	0	128	2
FUCA2	570	551	1428	1680	696	516	1139	1799	624	1099	40	1082	1041
FUK	210	73	49	8	0	99	0	65	48	60	2	66	0
FUNDC1	163	299	1095	1160	783	227	471	798	385	257	78	334	192
FUNDC2	915	1007	1914	2657	1764	958	1729	1639	624	940	128	1068	1201
FUNDC2P2	36	42	125	167	114	55	93	116	32	69	5	72	97
FUOM	302	169	92	53	131	104	61	60	0	174	2	67	0
FURIN	162	193	184	198	334	348	21	234	346	424	14	300	288
FUS	1536	1636	1316	1584	1796	1847	480	719	1367	1147	19	431	381
FUT1	3	0	12	132	0	0	0	293	3	0	4	0	0
FUT10	169	104	627	543	1	49	30	359	0	0	29	209	5
FUT11	7	16	91	4	146	0	8	41	0	15	1	0	0
FUT2	1	2	4	0	3	2	0	0	0	6	1	9	4
FUT3	0	0	0	0	0	0	0	0	0	1	0	3	0
FUT4	683	530	78	373	386	826	218	339	38	506	3	131	3
FUT5	0	1	0	0	0	0	0	0	0	3	4	0	2
FUT6	0	0	8	0	0	0	0	0	0	2	0	0	0
FUT7	0	11	0	0	0	2	0	0	0	0	0	0	0
FUT8	221	507	370	609	1279	454	812	489	356	441	23	342	0
FUT8-AS1	3	0	15	6	0	0	0	0	0	0	0	0	0
FUT9	0	0	0	0	0	0	0	1	0	0	0	0	0
FUZ	1	28	34	60	44	0	6	57	2	5	6	25	0
FXN	870	552	1067	4830	1375	303	656	2542	504	564	54	1912	622
FXR1	1368	1194	2538	2428	1979	1489	1015	1699	1855	1702	451	1962	2257
FXR2	152	256	165	143	48	294	54	36	118	145	6	26	0
FXYD2	0	0	0	0	0	0	0	0	0	0	0	0	0
FXYD3	22	0	29	38	0	0	0	37	0	0	1	9	0
FXYD5	3936	3525	6495	5677	6654	3630	4581	3214	2059	4263	795	2591	2382
FXYD6	0	0	164	0	0	27	18	0	0	42	9	0	28
FXYD7	1	10	0	0	0	0	0	0	0	4	0	0	0
FYB	411	638	29	391	909	336	220	188	409	159	2	321	521
FYCO1	147	323	518	458	458	905	171	154	398	169	11	202	48
FYN	208	414	226	195	38	238	110	70	26	282	12	9	1338
FYTTD1	1303	955	4135	2041	2081	1312	2058	4477	1351	2653	368	2827	7381
FZD1	10	119	112	30	77	66	3	63	10	40	2	22	1
FZD2	2	108	1	0	0	0	0	0	1	0	0	0	1
FZD3	245	90	413	589	550	74	62	2135	248	213	24	509	1
FZD4	0	0	0	96	26	2	0	23	2	1	0	0	2
FZD5	74	129	2	412	151	18	0	445	17	10	0	265	4
FZD6	329	40	1363	727	26	182	121	416	42	489	158	304	1326
FZD7	1	117	21	112	150	0	162	33	118	0	0	91	5
FZR1	108	183	36	60	63	38	22	31	124	164	7	82	1
G0S2	0	0	0	0	0	0	0	0	0	0	0	10	0
G2E3	329	393	208	530	76	410	358	755	401	362	60	460	753
G3BP1	1542	1639	4858	5867	2538	1315	1898	5750	148	886	115	1049	2997
G3BP2	1964	1980	2783	3355	4629	2422	1749	4179	2064	1932	387	3398	1915
G6PC	0	0	2	0	0	0	0	0	0	1	0	2	3
G6PC2	0	0	0	1	0	0	0	0	0	0	0	0	0
G6PC3	602	444	1132	536	606	325	460	516	152	730	16	506	210
G6PD	72	87	450	66	74	112	45	32	3	144	7	85	230
GAA	167	394	55	13	226	130	24	19	148	71	9	3	0
GAB1	32	394	461	603	458	398	90	903	11	392	26	184	1
GAB2	571	322	236	251	691	475	197	193	539	775	34	231	1
GAB3	948	447	1453	2037	812	827	512	1302	453	330	93	716	5
GABARAP	4932	8448	6809	6967	5526	6379	4678	5026	3332	8755	805	3087	7959
GABARAPL1	0	21	90	23	29	1	125	193	483	268	49	208	1
GABARAPL2	923	1416	3788	2983	2675	746	2075	3190	500	1283	424	1355	2131
GABARAPL3	0	34	2	1	0	0	2	4	3	2	0	3	0
GABBR1	501	697	466	326	20	0	289	0	272	265	35	65	108
GABPA	192	373	1215	798	530	333	660	1284	689	1101	90	649	2020
GABPB1	745	402	2970	1918	2208	1770	1127	1991	2387	2743	353	2346	1134
GABPB1-AS1	175	226	349	339	245	404	256	377	246	391	41	140	201
GABPB2	58	28	1	65	9	1	129	30	0	3	2	25	1
GABRA1	0	0	0	0	0	0	0	7	0	0	0	0	0
GABRA2	0	0	0	0	2	0	0	0	0	0	0	0	0
GABRA4	0	0	0	0	0	0	0	0	0	0	0	0	7
GABRB2	1	0	0	0	0	1	0	0	1	0	0	0	0
GABRB3	3	1	106	0	0	0	0	0	0	0	0	0	0
GABRD	0	15	0	0	0	0	0	0	0	0	0	0	0
GABRE	0	0	0	0	0	0	0	2	0	0	0	0	0
GABRP	0	0	0	0	0	0	0	0	0	0	0	0	1
GABRQ	0	1	0	0	0	0	0	0	0	0	0	0	0
GABRR2	0	0	0	0	0	0	0	0	1	34	0	0	0
GABRR3	0	0	0	0	0	0	0	0	0	2	0	0	0
GAD1	0	0	0	172	2	0	0	236	0	0	0	302	0
GADD45A	224	315	1502	289	639	668	359	578	894	521	228	403	377
GADD45B	176	208	267	0	10	55	2	0	490	746	209	107	556
GADD45G	0	0	0	7	8	0	0	13	36	7	1	48	0
GADD45GIP1	856	686	331	1164	547	863	240	526	414	293	17	275	165
GAGE1	0	0	4	0	0	0	0	0	1	0	0	0	0
GAGE10	1	0	4	1	0	0	0	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0	0	0	0	0	0
GAK	367	567	175	310	294	275	63	142	126	358	13	143	0
GAL	10	8	0	124	0	0	0	5	31	11	0	29	0
GAL3ST1	0	0	36	0	0	0	0	0	0	0	0	0	0
GAL3ST3	0	1	25	0	0	0	0	0	1	0	0	0	1
GAL3ST4	110	45	63	141	1	188	0	0	49	48	2	18	0
GALC	473	297	447	1939	531	537	137	2758	629	359	25	908	1076
GALE	421	201	304	393	165	40	193	157	60	89	7	177	0
GALK1	64	394	905	41	192	89	3	61	0	105	5	137	0
GALK2	162	307	814	702	883	215	136	1030	254	377	23	282	445
GALM	208	26	230	5	360	19	6	328	153	41	19	278	2
GALNS	74	123	288	109	27	280	84	75	13	62	1	65	0
GALNT1	1762	1174	1719	3304	3904	1053	2705	2834	2202	1082	155	1388	2472
GALNT10	284	115	318	1047	439	450	181	1422	5	202	5	385	564
GALNT11	77	225	550	371	449	149	83	343	646	140	13	189	63
GALNT12	276	329	173	432	590	647	128	186	207	326	0	67	990
GALNT13	0	0	0	0	0	0	0	8	0	0	0	0	0
GALNT14	91	162	502	52	133	362	81	73	337	255	5	98	661
GALNT15	0	0	0	0	0	0	0	0	1	0	0	0	1
GALNT16	0	0	0	0	0	0	0	0	0	1	0	2	0
GALNT18	0	0	0	0	0	0	0	0	0	0	0	0	2
GALNT2	376	609	434	934	533	790	117	520	273	421	16	559	112
GALNT3	87	319	211	0	71	501	284	4	214	553	7	57	962
GALNT4	0	0	10	0	0	0	0	0	0	0	0	0	0
GALNT5	0	1	66	3	0	0	8	3	0	2	0	0	1
GALNT6	404	234	834	743	122	121	213	612	94	220	40	348	526
GALNT7	491	1237	1688	1490	793	1222	938	1521	381	313	12	90	22
GALNT8	0	6	0	0	0	0	0	14	0	0	0	2	0
GALNT9	0	0	1	0	0	0	0	0	0	0	0	0	0
GALNTL5	0	0	0	0	0	0	0	0	0	0	0	1	0
GALNTL6	0	6	3	1	0	0	0	3	0	13	0	0	0
GALR3	11	2	0	3	0	0	0	7	0	9	0	0	0
GALT	118	356	1334	690	339	433	58	147	126	286	40	278	686
GAMT	711	586	1251	804	523	341	125	334	360	734	17	528	1
GAN	1	5	92	23	1	0	71	1	13	3	0	2	2
GANAB	545	973	2431	989	935	638	192	779	668	1233	29	1065	110
GANC	277	388	366	345	159	260	5	253	170	378	65	337	6
GAPDH	31851	41516	28580	25200	29131	36839	9868	16904	22644	46611	1372	21198	8420
GAPDHS	2	0	19	0	28	8	0	1	1	0	0	5	55
GAPT	1246	1677	4906	357	638	380	806	356	292	530	52	89	1373
GAPVD1	769	962	1324	1260	484	1235	284	897	415	829	119	906	133
GAR1	610	365	325	452	580	427	169	534	228	273	4	232	176
GAREM	0	0	0	0	0	0	0	0	0	0	0	0	4
GAREML	2	117	1	19	0	15	6	39	1	0	0	0	1
GARNL3	0	0	77	2	0	0	0	0	0	8	0	0	0
GARS	1222	1621	2675	3504	1845	970	1550	2901	1216	2167	96	2569	1139
GART	1123	939	2540	3566	2057	1056	1012	2608	636	771	14	1083	157
GAS1	2	44	58	0	0	0	0	0	0	0	0	15	0
GAS2	36	49	46	0	547	172	665	116	69	0	0	21	14
GAS2L1	51	5	0	80	1	0	15	20	0	0	1	10	0
GAS2L2	0	1	0	0	2	18	0	0	3	0	0	0	0
GAS2L3	0	17	0	5	0	0	0	0	1	2	0	0	0
GAS5	3219	2484	4379	4121	4935	3917	4785	3918	2866	3166	251	2236	4652
GAS5-AS1	53	11	3	1	1	7	5	30	1	42	0	6	0
GAS6	26	58	0	3	1	0	0	2	1	0	1	0	20
GAS6-AS1	77	75	51	14	127	285	43	57	60	53	1	15	141
GAS6-AS2	1	0	0	0	0	0	0	0	0	1	0	0	0
GAS7	5	225	0	1	3	371	34	0	9	335	8	1	1
GAS8	43	52	269	63	0	26	12	46	12	53	2	39	5
GATA1	1067	0	68	4196	1645	3	54	4145	138	0	0	3099	1
GATA2	6122	128	637	1277	2747	868	517	568	3726	240	30	693	301
GATA2-AS1	3	0	67	109	47	1	15	72	44	9	17	37	0
GATA3	72	0	636	0	0	0	57	0	5	14	59	2	893
GATA6	0	0	0	0	0	0	0	0	0	0	0	6	0
GATAD1	712	556	1085	988	873	471	678	1457	898	449	55	225	2048
GATAD2A	780	620	352	1391	1436	666	453	818	811	717	18	448	353
GATAD2B	381	538	1137	531	529	234	95	376	246	854	60	570	560
GATB	364	331	1418	1530	335	445	114	1802	368	195	29	1152	1202
GATC	438	500	454	744	667	676	615	784	518	611	22	396	501
GATM	45	413	2290	271	247	167	340	115	4	150	13	112	479
GATS	67	67	205	262	409	69	194	218	197	408	34	101	53
GATSL2	124	77	74	281	67	56	56	121	508	159	9	403	1
GATSL3	91	49	221	75	127	0	82	72	0	21	4	67	0
GBA	202	397	495	290	331	27	183	75	67	289	1	76	36
GBA2	362	149	461	333	102	372	95	398	174	61	7	220	76
GBAP1	239	236	544	196	352	51	107	73	26	96	1	68	32
GBAS	1138	1098	1961	4424	4092	1803	1608	7197	1117	2553	375	5234	1956
GBE1	325	394	1111	744	1452	2181	1027	1488	170	1004	53	959	843
GBF1	229	388	477	286	292	235	25	73	302	284	14	208	1
GBGT1	296	200	227	1024	330	127	196	281	364	65	5	452	0
GBP1	116	152	988	24	1	241	382	83	256	540	24	5	1479
GBP1P1	0	28	86	1	0	31	41	4	8	22	0	2	189
GBP2	283	605	1225	0	42	390	143	61	125	313	25	119	2441
GBP3	145	435	991	431	22	285	301	150	625	279	39	92	2996
GBP4	230	641	1184	202	130	334	470	133	863	1038	130	748	1424
GBP5	14	50	104	0	26	223	68	136	347	313	67	69	1000
GBP6	2	0	2	2	2	7	1	0	0	4	0	40	0
GBP7	0	2	6	0	0	0	1	0	4	13	1	2	0
GBX1	9	0	0	0	0	0	0	0	0	0	0	0	0
GCA	377	581	1938	1505	1222	1267	1200	1578	371	906	39	275	1428
GCAT	450	168	709	1103	650	322	125	670	186	448	31	543	16
GCC1	333	157	323	190	424	614	272	162	494	766	39	455	284
GCC2	525	312	1692	733	784	687	628	1449	1044	1375	260	1335	3567
GCDH	667	653	1080	781	333	556	43	890	46	548	52	539	3
GCFC2	457	322	1246	1016	810	756	929	893	164	742	134	924	680
GCG	0	0	0	0	0	0	0	0	1	0	0	0	0
GCH1	449	289	575	266	74	340	0	23	28	292	54	55	419
GCHFR	464	359	790	1587	1135	307	648	815	96	338	18	350	232
GCK	0	0	77	0	0	0	0	0	0	0	0	0	0
GCLC	709	512	1036	2027	1093	424	676	2343	443	516	43	956	169
GCLM	322	117	191	312	414	247	185	338	87	316	3	87	59
GCM1	0	0	0	55	0	0	0	0	0	0	0	2	0
GCM2	8	0	0	0	0	0	0	0	0	0	0	0	0
GCN1L1	1103	1051	941	2143	1459	920	250	1429	778	916	49	972	642
GCNT1	620	427	1340	484	147	166	84	1051	100	287	0	650	0
GCNT2	421	65	286	417	323	47	219	178	208	240	36	609	177
GCNT3	0	0	0	2	1	0	0	0	0	0	0	0	0
GCNT4	1	0	0	0	0	1	8	0	20	1	1	0	0
GCNT7	2	2	0	0	157	0	0	15	31	26	5	29	0
GCSAM	87	123	264	159	174	26	64	0	0	121	0	0	1
GCSAML	482	54	3373	970	659	256	953	655	48	93	100	378	158
GCSAML-AS1	41	80	465	246	374	9	1	67	1	0	11	0	0
GCSH	448	488	462	1370	1675	451	864	1388	315	409	29	442	263
GCSHP3	47	39	38	304	276	29	25	179	5	31	1	28	9
GDA	0	0	0	0	1	0	0	0	0	25	0	0	1
GDAP1	48	419	770	536	664	401	401	400	94	83	90	124	3
GDAP2	319	186	852	291	457	98	237	786	282	53	82	261	81
GDE1	1533	697	1064	2026	1219	1119	1277	1885	1125	1268	126	1958	961
GDF10	0	0	45	80	0	0	0	33	0	0	0	29	0
GDF11	285	20	88	298	121	13	109	137	184	105	3	198	1
GDF15	0	0	0	0	0	0	0	0	0	17	0	0	0
GDF2	0	0	0	0	1	0	0	0	0	0	0	0	0
GDF3	0	0	52	1	0	0	45	0	0	0	0	0	0
GDF6	0	1	0	0	0	0	1	0	0	0	0	0	0
GDF9	7	30	110	26	9	19	18	32	17	3	2	45	25
GDI1	321	242	190	67	289	176	25	26	106	113	16	80	20
GDI2	3672	5167	8569	8647	6396	5310	7019	10832	4678	5237	696	5798	6626
GDPD1	134	6	153	280	101	17	70	857	44	5	3	175	50
GDPD3	47	26	74	4	28	12	39	0	0	10	1	15	0
GDPD4	0	2	0	0	18	1	0	0	0	0	0	0	0
GDPD5	0	60	38	53	118	139	0	9	0	2	1	14	0
GDPGP1	1	4	1	9	0	0	0	2	5	0	0	2	0
GEM	0	0	15	0	0	0	0	0	4	1	0	0	0
GEMIN2	149	111	477	1048	829	219	153	585	191	91	11	180	1308
GEMIN4	863	442	686	665	136	492	171	320	178	278	0	266	0
GEMIN5	398	178	491	956	362	213	110	172	444	116	3	159	338
GEMIN6	133	575	358	947	0	215	140	261	0	0	2	43	229
GEMIN7	414	794	1065	1713	806	246	506	944	84	261	11	169	208
GEMIN8	468	507	671	1286	346	332	186	830	237	289	14	483	274
GEMIN8P4	2	11	3	5	106	3	2	4	1	4	0	7	3
GEN1	987	646	210	599	265	852	57	853	442	556	32	379	0
GET4	490	335	442	643	265	404	126	747	514	442	5	476	83
GFAP	0	0	0	0	0	0	0	0	1	0	0	0	0
GFER	57	32	24	75	72	127	12	27	35	54	0	28	0
GFI1	72	179	43	0	30	908	152	0	246	508	4	0	180
GFI1B	195	7	1820	2116	326	19	111	1573	9	2	6	262	3
GFM1	586	503	2298	2601	1935	1059	707	2042	860	684	25	1456	1712
GFM2	267	699	1119	1220	829	562	668	1374	127	716	39	636	72
GFOD1	112	72	159	182	146	133	300	131	162	134	51	127	167
GFOD2	246	156	349	395	64	262	25	157	156	212	1	79	6
GFPT1	396	444	544	468	448	809	185	436	701	1199	55	995	31
GFRA2	0	0	0	0	1	0	0	0	0	0	0	0	0
GFRA3	12	27	0	0	1	2	0	0	0	0	0	0	0
GGA1	542	241	275	268	209	272	70	156	262	445	54	195	3
GGA2	625	1249	627	1340	1003	1602	478	1504	264	751	15	482	42
GGA3	514	862	475	774	371	525	158	306	449	348	11	285	198
GGACT	0	51	28	38	88	76	0	105	16	3	2	0	43
GGCT	1383	2351	2942	4757	5464	3059	2583	5252	1179	2394	141	1645	851
GGCX	93	347	298	245	29	300	68	82	77	163	2	122	216
GGH	493	321	1617	2795	2217	1504	2273	3192	695	3313	142	1417	1174
GGN	0	0	0	1	0	0	0	0	0	0	0	0	0
GGNBP2	1510	1595	2254	2457	2592	1448	1217	3042	2277	3488	340	2982	2374
GGPS1	372	280	1791	1187	359	526	501	790	148	133	58	290	1720
GGT1	39	3	60	5	6	55	3	2	8	26	1	4	40
GGT3P	4	0	3	0	2	6	0	0	1	1	0	0	2
GGT5	0	0	0	0	0	251	22	0	0	0	0	0	0
GGT6	0	0	0	1	0	0	0	1	2	1	0	2	0
GGT7	2	36	66	0	0	1	0	21	1	7	7	25	0
GGT8P	2	0	0	0	1	0	0	0	1	2	0	3	0
GGTA1P	109	20	384	128	401	16	150	9	77	49	23	2	551
GGTLC1	7	2	2	0	4	8	0	0	2	1	0	0	6
GGTLC2	10	4	13	0	5	24	0	1	3	1	0	0	14
GH1	1	0	88	0	0	0	0	0	0	0	0	0	0
GH2	0	0	6	0	0	0	0	0	0	0	0	0	0
GHDC	275	134	67	133	172	246	40	58	81	67	3	60	104
GHITM	1981	2758	9179	10203	5682	3938	5996	11184	2996	4669	790	7623	6406
GHR	2	2	0	0	1	1	0	0	0	0	0	0	1
GHRHR	0	0	0	0	0	0	0	0	0	0	0	0	3
GHRL	0	2	8	0	0	0	0	0	15	10	9	0	0
GHRLOS	22	126	53	4	0	49	0	0	1	38	0	18	0
GHSR	1	0	0	0	0	0	0	0	0	0	0	0	0
GID4	38	309	223	318	69	75	55	192	8	24	2	121	65
GID8	826	1315	1245	2423	2426	1260	966	1874	1208	1992	130	1231	764
GIGYF1	754	466	510	446	295	406	29	259	347	451	11	216	154
GIGYF2	584	1078	981	1417	719	807	174	614	617	998	33	543	290
GIMAP1	1	5	45	81	0	1	60	50	0	7	7	9	0
GIMAP2	270	348	1252	389	76	116	803	564	270	392	72	90	689
GIMAP4	0	0	0	0	0	0	0	0	0	1	0	0	1
GIMAP6	41	154	209	1	0	136	25	24	0	6	0	0	0
GIMAP7	6	3	575	7	0	10	53	11	0	0	3	22	246
GIN1	0	118	100	324	0	7	11	25	0	15	0	16	0
GINM1	23	140	554	256	332	137	142	648	326	347	64	286	802
GINS1	257	744	809	714	434	369	171	527	110	312	0	69	29
GINS2	1423	1118	1246	2760	3782	1285	1878	1878	244	434	78	559	660
GINS3	378	168	260	516	428	289	294	442	117	268	5	118	776
GINS4	220	117	225	160	214	296	16	87	97	212	23	78	218
GIPC1	55	16	65	13	45	23	10	0	15	20	0	15	0
GIPC2	54	0	301	0	0	0	68	0	0	0	9	1	0
GIPC3	52	5	22	0	16	47	7	8	18	0	1	11	0
GIT1	680	796	484	619	345	378	16	231	231	571	9	189	106
GIT2	780	1512	3478	1654	1892	1509	1308	1663	2029	2599	317	1867	2600
GJA1	3	1	0	0	0	4	0	0	0	0	0	0	0
GJA10	0	1	0	0	0	0	0	0	0	0	0	0	0
GJA3	0	0	0	1	0	3	0	2	0	0	0	0	0
GJA4	1	0	0	2	0	0	0	19	0	0	0	0	0
GJA9-MYCBP	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB3	0	0	0	0	0	0	0	0	1	0	0	0	0
GJB7	6	0	0	0	0	0	0	0	0	3	0	74	0
GJC1	13	4	9	0	4	2	0	1	3	25	0	2	1
GJC2	15	0	8	0	0	2	0	0	0	0	1	0	0
GJC3	0	0	0	5	0	0	0	0	0	0	0	0	0
GJD3	0	0	0	1	0	0	0	0	0	0	1	5	0
GK	133	168	324	361	413	150	566	317	130	58	9	168	863
GK2	0	0	0	1	0	0	0	0	0	0	0	0	0
GK3P	21	8	56	58	65	14	36	71	9	18	4	67	202
GK5	460	233	188	393	792	287	211	382	527	507	10	173	1088
GKAP1	329	105	55	303	94	152	39	298	232	34	1	11	0
GLA	496	911	1108	1392	601	1092	1156	1172	813	1173	97	345	1035
GLB1	282	610	1704	1341	727	556	398	922	288	377	26	524	1080
GLB1L	118	45	320	258	31	48	162	28	56	37	0	109	336
GLB1L2	76	1	34	4	57	16	0	18	80	116	2	35	0
GLB1L3	0	0	0	1	0	0	0	0	0	0	0	0	0
GLCCI1	498	576	1144	1306	715	254	364	790	57	456	9	86	0
GLCE	89	33	37	198	0	22	107	250	0	13	1	90	0
GLDC	2	0	1	22	2	0	0	0	0	19	0	1	0
GLE1	310	614	1279	862	1492	1091	285	1099	338	595	9	538	160
GLG1	991	1339	2129	2558	2886	465	793	1563	634	883	58	1014	3059
GLI1	1	37	0	0	0	12	1	0	18	1	0	0	0
GLI2	0	0	0	0	0	0	50	0	0	1	0	0	0
