gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust
EBF1	0.15176483340905	1.63930144710491	1.48753661369586	477	155	17	42	0.0356394129979036	0.270967741935484	8.69519482837454e-18	1.58440122039365e-15	5.43078613115164e-19	6.63716700861748e-32	9.59205534513693e-30
CD36	0.569013262154294	2.27274814086806	1.70373487871377	477	155	80	79	0.167714884696017	0.509677419354839	3.85392554543326e-17	5.8477961940228e-16	1.83081003200312e-18	8.23489835323138e-32	1.18051252521807e-29
PSIP1	4.43009112809285	2.31346022783063	-2.11663090026222	477	155	404	72	0.846960167714885	0.464516129032258	2.38977741328933e-21	6.26328260594659e-20	1.87228680505804e-14	9.00912817385198e-32	1.28117009934714e-29
MYCT1	1.35724024148097	0.00601511541093957	-1.35122512607003	477	155	147	1	0.308176100628931	0.00645161290322581	3.02969617426607e-14	7.95109535574019e-20	1.96638199271344e-14	1.19666933551808e-31	1.68825350064836e-29
TFRC	3.4345614938195	0.96858477630984	-2.46597671750966	477	155	267	27	0.559748427672956	0.174193548387097	1.36309884112235e-16	6.50187404461509e-18	7.47511151058762e-16	3.6648136867865e-31	5.12958488947377e-29
NFE2	3.62624761283381	1.09689061404549	-2.52935699878832	477	155	284	32	0.59538784067086	0.206451612903226	8.72173688528313e-17	1.49837257959868e-17	3.85897756783554e-16	4.34996908532209e-31	6.04101956724105e-29
GATA2	1.60156469082137	0.0445505080197169	-1.55701418280165	477	155	146	1	0.306079664570231	0.00645161290322581	3.9903561866641e-14	1.56513430108954e-19	4.54534103013879e-14	5.33720472696166e-31	7.35458536639306e-29
C1orf162	2.1634308156743	0.137408331608458	-2.02602248406584	477	155	171	5	0.358490566037736	0.032258064516129	7.93367588133453e-15	1.09233352414425e-18	7.1669824443492e-15	5.86587611645022e-31	8.02090875738608e-29
CD47	4.79585312601347	7.59633943025709	2.80048630424362	477	155	421	152	0.882599580712788	0.980645161290323	0.000489948012216212	9.10340397231132e-05	8.92537323902864e-29	6.0849363867156e-31	8.2569335275005e-29
DPY19L2	1.23369230571973	0.00916780599352802	-1.22452449972621	477	155	144	1	0.30188679245283	0.00645161290322581	6.89939743827693e-14	3.15603736613059e-19	4.4825414210259e-14	1.05163364311178e-30	1.41619997272386e-28
EIF1B	3.23850177964164	0.880846558262968	-2.35765522137868	477	155	259	25	0.542976939203354	0.161290322580645	2.27973351293642e-16	9.97455483787963e-18	1.88838159456512e-15	1.39477998993064e-30	1.86418113541406e-28
CDS2	1.9778145256103	4.38903603558625	2.41122150997595	477	155	201	117	0.421383647798742	0.754838709677419	1.07159317900714e-12	2.62091480305431e-13	9.83969229030926e-20	1.90156084916947e-30	2.52254818319675e-28
TCEAL4	2.76065450703153	0.600551292872489	-2.16010321415904	477	155	238	20	0.49895178197065	0.129032258064516	8.53096787258096e-16	1.93988700564066e-17	1.72891386088538e-15	2.4641957139676e-30	3.19733890594804e-28
DSTN	2.47734715181056	0.479802449443609	-1.99754470236696	477	155	204	12	0.427672955974843	0.0774193548387097	3.02913379018683e-15	6.054719037042e-18	1.18214747077809e-14	5.20459556171466e-30	6.70412251485796e-28
PAPSS1	2.45424517688484	0.578129383146666	-1.87611579373817	477	155	223	16	0.467505241090147	0.103225806451613	9.77398762112026e-16	6.3431467319088e-18	1.16939972463849e-14	5.39108074202868e-30	6.89437778923035e-28
HLA-DRB1	6.18426321190015	8.78822596385749	2.60396275195733	477	155	426	155	0.893081761006289	1	4.57972024603038e-05	5.268687589338e-07	2.41618626970445e-25	9.1833572632657e-30	1.16602399079865e-27
EIF3L	7.00495721511809	4.25041150886038	-2.75454570625772	477	155	457	105	0.958071278825996	0.67741935483871	1.6487725154202e-21	9.22106631606888e-19	2.3711700084408e-13	1.56546662233415e-29	1.95969962525436e-27
CPXM1	1.84468355356803	0.0755322982132045	-1.76915125535483	477	155	153	3	0.320754716981132	0.0193548387096774	9.09197898848043e-14	4.89280811264597e-18	5.18723077709842e-14	1.81337836121584e-29	2.25416879363446e-27
AIF1	6.20405637951917	3.23761809888386	-2.96643828063532	477	155	428	90	0.89727463312369	0.580645161290323	1.54307152009481e-18	7.25462001449227e-17	3.54604700440787e-15	1.83768780287626e-29	2.26852349888391e-27
GCSAML	1.52466922782049	0	-1.52466922782049	477	155	131	0	0.274633123689727	0	5.43720899228808e-13	7.48450341483194e-19	3.97148765172597e-13	2.11908987384335e-29	2.59785804120272e-27
OCIAD2	4.3654983380536	1.90106084847485	-2.46443748957875	477	155	372	64	0.779874213836478	0.412903225806452	2.22923801411853e-17	8.3757153161069e-17	6.0152314277176e-15	3.56517660205028e-29	4.34072460808532e-27
PTRF	1.54887036206673	0.0721736903746973	-1.47669667169204	477	155	177	8	0.371069182389937	0.0516129032258065	6.77611388068969e-14	5.01399680316453e-17	1.05151260686445e-14	3.72843442635396e-29	4.5086156709434e-27
TMSB4X	11.9737383659385	13.2316552432328	1.25791687729433	477	155	477	155	1	1	NA	1	5.38841410542906e-31	3.80938713468556e-29	4.57538281798449e-27
PNN	4.75536089781494	2.19174259456851	-2.56361830324643	477	155	350	55	0.733752620545073	0.354838709677419	3.01149005544779e-17	4.80907340323896e-17	1.41664408259277e-14	4.8003518693993e-29	5.57719312617268e-27
ENPP2	0.389870560058678	2.07864219664529	1.68877163658661	477	155	43	57	0.090146750524109	0.367741935483871	5.48245463893125e-16	1.65163675197218e-14	4.2570095823625e-17	4.95194311145327e-29	5.71595719150606e-27
CLU	1.6403244361546	0.000381694390089251	-1.63994274176451	477	155	137	1	0.287211740041929	0.00645161290322581	4.53379533255706e-13	2.9113545909961e-18	2.50271038219783e-13	5.12911265925126e-29	5.88226494392584e-27
HNRNPA1	9.38577992405923	6.26285101408457	-3.12292890997465	477	155	474	141	0.993710691823899	0.909677419354839	9.70550618684349e-08	5.96076876191417e-07	1.53826259952832e-24	6.43352300528977e-29	7.33091698346353e-27
STK17B	2.90603280303799	5.66580465853107	2.75977185549309	477	155	326	140	0.683438155136268	0.903225806451613	1.17867463557539e-07	1.49438294163423e-08	8.47666726701807e-23	8.84704330355154e-29	9.95348365594508e-27
MRC1	0.175392473600595	1.43497905714308	1.25958658354249	477	155	19	41	0.039832285115304	0.264516129032258	4.1943555369841e-16	3.83805878961097e-14	5.77077759561219e-17	1.53450624349595e-28	1.71555867826315e-26
SCN9A	1.24896676271838	0.0417491114855569	-1.20721765123283	477	155	143	2	0.29979035639413	0.0129032258064516	3.59800204745197e-13	1.12739862672446e-17	2.62388879381192e-13	2.04092875794053e-28	2.26747185007193e-26
AKR1A1	4.33708399533313	1.59235450014115	-2.74472949519198	477	155	321	47	0.672955974842767	0.303225806451613	1.1031169153293e-15	8.21207879349917e-16	4.83710189424586e-15	2.72887600763317e-28	3.01295030507374e-26
C5orf56	0.449096753258591	2.02882744898919	1.5797306957306	477	155	37	53	0.0775681341719078	0.341935483870968	8.28441270816957e-16	3.04787967473764e-14	1.42218825658215e-16	2.97404876281172e-28	3.26337597578649e-26
CSGALNACT1	0.108971725878445	1.14664645597363	1.03767473009519	477	155	12	35	0.0251572327044025	0.225806451612903	5.70325250812095e-16	6.6251387073483e-14	1.0236364687982e-16	4.62265477158704e-28	5.04124608710008e-26
PON2	3.21061201135366	6.0908626021102	2.88025059075654	477	155	266	134	0.557651991614256	0.864516129032258	1.12199806522831e-11	5.2462220796909e-13	1.3505943879298e-17	4.82661948656778e-28	5.23158463373346e-26
ATP1B1	2.89670682443723	1.21593407628723	-1.68077274815001	477	155	289	33	0.605870020964361	0.212903225806452	4.11009525911942e-17	6.40106349951309e-18	1.19597026119926e-12	5.20895279769205e-28	5.61177848071357e-26
EREG	2.40855330364856	0.246591789779019	-2.16196151386954	477	155	268	35	0.561844863731656	0.225806451612903	6.82954435980157e-13	1.23158647991028e-13	7.27464476595633e-17	6.08204453527493e-28	6.47391758437408e-26
HLA-DQA1	2.20163951912497	4.77841057374741	2.57677105462245	477	155	204	118	0.427672955974843	0.761290322580645	1.0360056195516e-12	2.44180789681865e-13	4.39869458029227e-17	7.27187596918697e-28	7.69433733501593e-26
PTTG1IP	3.16746221310784	1.04935520845157	-2.11810700465627	477	155	253	25	0.530398322851153	0.161290322580645	1.86850906759955e-15	1.06619004686637e-16	1.07536802990138e-13	7.75503694183746e-28	8.15701400462146e-26
KLRF2	0.063774629669994	1.10744053709639	1.0436659074264	477	155	6	29	0.0125786163522013	0.187096774193548	8.2310589833283e-16	9.72415549813277e-14	1.56514604848782e-16	1.0251238802554e-27	1.07191777031882e-25
AVP	1.88880263617453	0.0423062402172197	-1.84649639595731	477	155	151	4	0.316561844863732	0.0258064516129032	5.93226641378712e-13	1.10460020647189e-16	1.69937597289454e-13	1.2604038321822e-27	1.31023032285794e-25
IQGAP2	2.93854380299849	1.09485473443473	-1.84368906856376	477	155	276	31	0.578616352201258	0.2	5.4484063852276e-16	7.99817428193427e-17	2.53222985823671e-13	1.35836777038849e-27	1.40385729572243e-25
PKIG	1.69243192033215	0.0504164858760933	-1.64201543445605	477	155	133	1	0.278825995807128	0.00645161290322581	1.29941029438601e-12	2.01190232889916e-17	1.09539941066385e-12	1.47623484917689e-27	1.5168526404028e-25
ABCC4	1.33028782402757	0.0838605278571286	-1.24642729617044	477	155	140	2	0.293501048218029	0.0129032258064516	8.02258249695444e-13	2.36244755660431e-17	9.76420674327629e-13	1.54411348163036e-27	1.57748053157823e-25
HNRNPD	4.71739784679834	2.23337311182095	-2.48402473497739	477	155	357	60	0.748427672955975	0.387096774193548	3.59650544017758e-16	1.05206032006043e-15	4.52405650577129e-14	3.15154699010331e-27	3.20125138834723e-25
CMTM7	1.06646064330665	3.08287586427659	2.01641522096993	477	155	102	83	0.213836477987421	0.535483870967742	4.54997097863135e-14	1.49538755340849e-13	4.53243660125556e-16	4.46391531939355e-27	4.50855447258748e-25
SLC2A5	0.799319964377426	2.59729351876099	1.79797355438357	477	155	74	71	0.155136268343816	0.458064516129032	1.55987951567683e-14	1.34424357829828e-13	7.22732089870486e-16	6.36363138025472e-27	6.3550512031128e-25
MZB1	2.4681348222055	4.69779175982063	2.22965693761513	477	155	178	111	0.373165618448637	0.716129032258065	1.9320317688606e-13	8.84685681903036e-14	1.33766034266236e-15	7.72813185684756e-27	7.67459619482247e-25
PPP3CA	5.5744237168121	7.8087407352452	2.23431701843311	477	155	423	149	0.886792452830189	0.961290322580645	0.00956524873111031	0.00435977387707039	3.8751551136641e-26	1.09728282744824e-26	1.07171975498461e-24
CDC42SE2	5.34064066909242	7.92984243723082	2.58920176813839	477	155	392	151	0.821802935010482	0.974193548387097	4.11149498638544e-06	1.94959717711663e-07	1.7436462957027e-21	2.18407814580143e-26	2.11000940868294e-24
MATR3	5.1400561950525	2.73394689007412	-2.40610930497838	477	155	388	71	0.813417190775681	0.458064516129032	1.64518572659069e-17	1.29921843644702e-16	3.28533456945209e-12	2.7326578473279e-26	2.59763240075405e-24
ANXA2P3	0.586308403085374	1.83385481589783	1.24754641281246	477	155	148	95	0.310272536687631	0.612903225806452	3.27864786843605e-11	3.18297359987726e-11	1.38747922097894e-17	2.82586755916182e-26	2.67194796445003e-24
LRBA	1.77663783600689	0.479320689644532	-1.29731714636236	477	155	198	13	0.415094339622642	0.0838709677419355	6.44895326069715e-14	3.31294924413103e-16	1.65641722245177e-12	3.4994530079215e-26	3.29133738988427e-24
HLA-DMA	5.16251806872682	7.31064830382072	2.1481302350939	477	155	400	155	0.838574423480084	1	2.03082571843549e-07	1.19622112826294e-10	4.6513352372089e-18	3.54740346857169e-26	3.31887600301739e-24
ABLIM1	1.72495490029256	0.250618184566268	-1.47433671572629	477	155	173	9	0.362683438155136	0.0580645161290323	7.28331010806828e-13	1.42032229524866e-15	4.75892326680559e-13	4.29625043902532e-26	3.99843705780702e-24
ANXA5	1.75501542369627	0.184960646344291	-1.57005477735198	477	155	153	5	0.320754716981132	0.032258064516129	1.25257175469452e-12	5.4806247904953e-16	1.49200293776515e-12	5.18191889335053e-26	4.77273524602068e-24
GLUL	4.58131202077945	2.08383446120609	-2.49747755957337	477	155	336	56	0.70440251572327	0.361290322580645	4.30617122677782e-14	6.85168834883325e-14	1.32613272683406e-14	5.7484712767468e-26	5.26725904203356e-24
FLI1	2.11196375532791	0.469222299619105	-1.6427414557088	477	155	194	13	0.406708595387841	0.0838709677419355	2.10805518162094e-13	1.32565540353528e-15	9.6573631786987e-13	8.0555823120267e-26	7.3433862142865e-24
MAP7	1.27767788111732	0.0617994107314336	-1.21587847038589	477	155	139	3	0.291404612159329	0.0193548387096774	3.94183716026671e-12	5.67878509118602e-16	2.39338895057491e-12	8.54404188604306e-26	7.74892288603579e-24
FAM127A	1.06388894781781	0	-1.06388894781781	477	155	117	0	0.245283018867925	0	1.92619746682853e-11	1.65179236059634e-16	1.22348554519712e-11	1.26240763067185e-25	1.13911462146309e-23
TCEAL8	3.62248680686145	1.19757353672902	-2.42491327013243	477	155	289	39	0.605870020964361	0.251612903225806	3.55560296224466e-14	1.07832791586626e-14	2.03601421921147e-13	1.36962173383081e-25	1.22961595659477e-23
ADAM28	2.36370684970872	0.419401052058796	-1.94430579764992	477	155	210	18	0.440251572327044	0.116129032258065	5.84990788644072e-13	1.55044791330912e-14	1.50544405114321e-13	1.4546695154649e-25	1.29940730185447e-23
TIMP1	3.30309782379357	0.930514417082815	-2.37258340671075	477	155	245	26	0.513626834381551	0.167741935483871	8.27878145439726e-14	5.57929331241575e-15	4.4317517567295e-13	1.53955533219434e-25	1.36835677925433e-23
C6orf62	7.56866503417041	9.77862809589842	2.20996306172801	477	155	467	155	0.979035639412998	1	0.148004312349128	0.129704782807355	2.0548941288306e-26	1.65753376619724e-25	1.46588657850359e-23
GSTM1	2.72909391353052	0.727353544306804	-2.00174036922372	477	155	235	24	0.492662473794549	0.154838709677419	2.20612232176909e-13	1.60033908491817e-14	1.90343923380226e-13	1.8903152789872e-25	1.66347744550874e-23
TBCB	2.32651198383467	4.18827178580895	1.86175980197429	477	155	223	125	0.467505241090147	0.806451612903226	3.41230319822385e-13	3.91454035986093e-14	8.94105076514759e-14	2.16710254921074e-25	1.89084390481018e-23
LDHB	9.15705552844484	6.05778630044811	-3.09926922799674	477	155	477	147	1	0.948387096774194	4.65004568036641e-06	1.13889702992658e-05	3.07727714764515e-22	2.16996037680736e-25	1.89084390481018e-23
CDCA7	2.76819632270055	0.642328246111945	-2.12586807658861	477	155	215	19	0.450733752620545	0.12258064516129	4.02674485870994e-13	1.06644104877489e-14	3.48519818644779e-13	2.29907322789021e-25	1.9935768633647e-23
CRIP1	1.66314488744955	3.99648865274927	2.33334376529972	477	155	140	95	0.293501048218029	0.612903225806452	1.7576213644358e-12	2.38217296518964e-12	2.43902101530749e-15	3.56803625576251e-25	3.07890351856477e-23
FREM1	1.18474539735877	0	-1.18474539735877	477	155	114	0	0.238993710691824	0	4.03975391191597e-11	3.19653161470141e-16	2.50394288208978e-11	4.88959157159691e-25	4.1989072355897e-23
AMD1	3.94020446579728	1.53104577868836	-2.40915868710892	477	155	311	48	0.651991614255765	0.309677419354839	1.56941891539683e-13	1.20318948896755e-13	6.75226532651132e-14	4.96188394964878e-25	4.240502360046e-23
RPL3	11.2916624200417	9.61374592686804	-1.67791649317365	477	155	477	155	1	1	NA	1	9.22397325853254e-27	5.62182644928668e-25	4.75874223631048e-23
MCM7	3.65034172524171	1.43365193256811	-2.2166897926736	477	155	280	37	0.587002096436059	0.238709677419355	9.92923639697893e-14	2.45940934722361e-14	5.29504429866448e-13	7.89214930131136e-25	6.64885525972089e-23
CLNS1A	5.42710088006289	2.66628838179017	-2.76081249827272	477	155	397	81	0.832285115303983	0.52258064516129	1.41240073660804e-14	9.55105910927689e-14	1.39821761908011e-13	8.08985719437151e-25	6.78326893807302e-23
ZBTB20	1.32950433720527	0.280699619589652	-1.04880471761561	477	155	192	14	0.40251572327044	0.0903225806451613	1.20069947065156e-12	1.49233817484443e-14	1.52840591703244e-12	1.36951174096379e-24	1.14293148860903e-22
CRIM1	0.613075913244228	2.25480314295669	1.64172722971246	477	155	66	64	0.138364779874214	0.412903225806452	4.76486887781036e-13	3.30173945345144e-12	7.51951927495493e-15	1.48860302614089e-24	1.23651436414395e-22
PLOD2	1.21856549756022	0	-1.21856549756022	477	155	112	0	0.234800838574423	0	6.58941859780147e-11	6.26022257577039e-16	4.02208523868327e-11	1.5093333894292e-24	1.24790280606946e-22
RARRES3	2.0663579719455	0.233933664185223	-1.83242430776028	477	155	184	13	0.385744234800839	0.0838709677419355	3.67244850197351e-12	3.75225211653653e-14	7.37125574263733e-13	1.65537571616085e-24	1.36231290418867e-22
CD37	3.57028048256374	1.29323838277354	-2.27704209979021	477	155	281	38	0.589098532494759	0.245161290322581	2.01310651972442e-13	5.35121725219416e-14	5.57171643932434e-13	1.78221257943247e-24	1.45993598211943e-22
HPGDS	1.62370956201901	0.0868795284356336	-1.53683003358338	477	155	128	2	0.268343815513627	0.0129032258064516	1.80712285465047e-11	2.31129747558803e-15	1.29801620321854e-11	1.79311769734165e-24	1.46213120128189e-22
HSP90AB1	9.27250940967749	6.72745666424084	-2.54505274543664	477	155	477	148	1	0.954838709677419	2.38364338187967e-05	4.80953137637913e-05	7.82506431364659e-22	2.24085171290384e-24	1.81887580130496e-22
RPL5	10.8912188418841	8.95020893041074	-1.94100991147336	477	155	477	155	1	1	NA	1	3.87378794290654e-26	2.30540662793403e-24	1.8627685553707e-22
RPARP-AS1	3.76615957732067	1.49287390709651	-2.27328567022416	477	155	334	57	0.70020964360587	0.367741935483871	2.7052529970634e-13	3.45856771980755e-13	1.23460001366217e-13	2.53701554007556e-24	2.04063295205353e-22
GADD45A	0.735382585958952	2.38994108815058	1.65455850219163	477	155	71	67	0.148846960167715	0.432258064516129	2.71162990447873e-13	1.83535750885465e-12	2.42889436007447e-14	2.64676209262746e-24	2.11931725038494e-22
STXBP5	1.23094139307332	0.167291434700684	-1.06364995837263	477	155	147	5	0.308176100628931	0.032258064516129	6.22063856240885e-12	4.00513598411084e-15	1.19514085916729e-11	2.83857970269413e-24	2.26271716569914e-22
SCARNA22	0.333570178988731	2.12368896720843	1.7901187882197	477	155	30	44	0.0628930817610063	0.283870967741935	3.10351477354551e-13	6.50385424664243e-12	8.19424836199055e-15	3.15469510200148e-24	2.49234933925237e-22
MIEN1	1.89291639699511	3.73150705043979	1.83859065344469	477	155	178	110	0.373165618448637	0.709677419354839	5.37972596391962e-13	3.48067995549708e-13	1.65143678316855e-13	3.39819479129541e-24	2.67284560221537e-22
ATP2C1	2.61420557097826	0.991968727782925	-1.62223684319534	477	155	246	26	0.515723270440252	0.167741935483871	5.99394472157691e-14	5.28995415254325e-15	1.54895794734208e-11	4.81505839299549e-24	3.7540560523635e-22
REC8	1.26761708917968	0.0379291739166625	-1.22968791526302	477	155	131	3	0.274633123689727	0.0193548387096774	3.09495786580164e-11	8.07303081864947e-15	1.21970788407397e-11	5.76822699862158e-24	4.45808709249988e-22
MT2A	2.5809435515576	0.419648876025822	-2.16129467553178	477	155	209	20	0.438155136268344	0.129032258064516	6.90605880819534e-12	3.76196646553396e-13	4.17866178404683e-13	9.1352419208546e-24	7.02978616385764e-22
MPP1	2.93145603688931	1.0562624745298	-1.87519356235952	477	155	228	22	0.477987421383648	0.141935483870968	2.15400131390838e-13	1.08085636107457e-14	1.59571971950782e-11	1.00068857615451e-23	7.6344378239153e-22
SLC25A6	4.91875503251	2.40015334257163	-2.51860168993837	477	155	378	75	0.792452830188679	0.483870967741935	2.77236239680365e-13	9.2205409086809e-13	1.9547912082208e-13	1.04496379566079e-23	7.9381523212249e-22
ELOVL5	2.40261309939335	0.577532815855119	-1.82508028353823	477	155	195	15	0.408805031446541	0.0967741935483871	1.5849924086057e-12	2.23844593205435e-14	8.12761531975686e-12	1.0545915880549e-23	7.97720002947403e-22
AKR1C4	1.50984029296797	0.420536334442098	-1.08930395852587	477	155	203	17	0.425576519916143	0.109677419354839	1.48930255529908e-12	2.59972519855758e-14	8.51672832573131e-12	1.27908942757365e-23	9.63436172226663e-22
DPPA4	2.2142627205369	0.465678367038749	-1.74858435349815	477	155	307	54	0.643605870020964	0.348387096774194	2.03710500505774e-10	1.38713511367703e-10	1.64488817733613e-15	1.31743675556493e-23	9.88133154722453e-22
MLC1	1.10290867626923	0.0455365309542897	-1.05737214531494	477	155	123	2	0.257861635220126	0.0129032258064516	6.34376348502426e-11	9.02456322570098e-15	3.51869488284418e-11	1.8230101460879e-23	1.36158942675876e-21
MMRN1	2.2687547258592	0.581733340259084	-1.68702138560011	477	155	202	17	0.423480083857442	0.109677419354839	1.98723890339192e-12	4.43183564208708e-14	7.45307919556029e-12	1.89497070498656e-23	1.4094141946377e-21
